id,seed,type,path,file,step_start,step_end,event,n_maps,action,q_value,q_llm
000169,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,forward,0.904382,0.7
000169,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,pickup,0.913517,0.0
000169,860,off_track,860/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,toggle,0.913517,0.1
000277,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.932065,0.843
000277,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.922745,0.843
000277,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.922745,0.835
000277,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.922745,0.843
000277,106,off_track,106/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.922745,0.843
001435,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,left,0.95099,0.933
001435,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,right,0.960596,0.951
001435,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,forward,0.970299,0.961
001435,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,pickup,0.960596,0.942
001435,491,intermediate,491/intermediate_step_0063_0065_reach_goal.txt,intermediate_step_0063_0065_reach_goal.txt,63,65,reach_goal,3,toggle,0.960596,0.942
001681,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.922745,0.933
001681,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.932065,0.914
001681,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.94148,0.951
001681,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.932065,0.942
001681,191,off_track,191/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.932065,0.942
001519,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.851458,0.835
001519,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.851458,0.843
001519,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.842943,0.826
001519,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.842943,0.826
001519,805,worst,805/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.842943,0.826
001285,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,left,0.826169,0.81
001285,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.826169,0.802
001285,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,forward,0.834514,0.826
001285,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,pickup,0.842943,0.818
001285,769,transition,769/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.834514,0.818
001183,661,intermediate,661/intermediate_step_0015_0017_open_door.txt,intermediate_step_0015_0017_open_door.txt,15,17,open_door,3,left,0.913517,1.0
001183,661,intermediate,661/intermediate_step_0015_0017_open_door.txt,intermediate_step_0015_0017_open_door.txt,15,17,open_door,3,right,0.895338,0.0
001183,661,intermediate,661/intermediate_step_0015_0017_open_door.txt,intermediate_step_0015_0017_open_door.txt,15,17,open_door,3,forward,0.877521,0.0
001183,661,intermediate,661/intermediate_step_0015_0017_open_door.txt,intermediate_step_0015_0017_open_door.txt,15,17,open_door,3,pickup,0.904382,0.0
001183,661,intermediate,661/intermediate_step_0015_0017_open_door.txt,intermediate_step_0015_0017_open_door.txt,15,17,open_door,3,toggle,0.904382,0.0
001237,308,transition,308/transition_step_0067_0069_open_door.txt,transition_step_0067_0069_open_door.txt,67,69,open_door,3,left,0.895338,0.0
001237,308,transition,308/transition_step_0067_0069_open_door.txt,transition_step_0067_0069_open_door.txt,67,69,open_door,3,right,0.895338,0.0
001237,308,transition,308/transition_step_0067_0069_open_door.txt,transition_step_0067_0069_open_door.txt,67,69,open_door,3,forward,0.904382,0.0
001237,308,transition,308/transition_step_0067_0069_open_door.txt,transition_step_0067_0069_open_door.txt,67,69,open_door,3,pickup,0.904382,0.0
001237,308,transition,308/transition_step_0067_0069_open_door.txt,transition_step_0067_0069_open_door.txt,67,69,open_door,3,toggle,0.913517,1.0
001165,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,left,0.851458,0.0
001165,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.851458,0.0
001165,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,forward,0.860058,0.0
001165,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,pickup,0.868746,1.0
001165,661,transition,661/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.860058,0.0
001297,769,transition,769/transition_step_0021_0023_open_door.txt,transition_step_0021_0023_open_door.txt,21,23,open_door,3,left,0.895338,0.0
001297,769,transition,769/transition_step_0021_0023_open_door.txt,transition_step_0021_0023_open_door.txt,21,23,open_door,3,right,0.895338,0.0
001297,769,transition,769/transition_step_0021_0023_open_door.txt,transition_step_0021_0023_open_door.txt,21,23,open_door,3,forward,0.904382,0.0
001297,769,transition,769/transition_step_0021_0023_open_door.txt,transition_step_0021_0023_open_door.txt,21,23,open_door,3,pickup,0.904382,0.0
001297,769,transition,769/transition_step_0021_0023_open_door.txt,transition_step_0021_0023_open_door.txt,21,23,open_door,3,toggle,0.913517,0.0
000691,330,worst,330/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.0
000691,330,worst,330/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.842943,1.0
000691,330,worst,330/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.834514,0.0
000691,330,worst,330/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.834514,0.0
000691,330,worst,330/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.834514,0.0
000427,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,left,0.860058,0.667
000427,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,right,0.860058,0.667
000427,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,forward,0.842943,1.0
000427,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,pickup,0.851458,0.333
000427,20,intermediate,20/intermediate_step_0191_0193_find_key.txt,intermediate_step_0191_0193_find_key.txt,191,193,find_key,3,toggle,0.851458,0.0
000559,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,left,0.9801,0.1
000559,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,right,0.9801,0.1
000559,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,forward,1.0,1.0
000559,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,pickup,0.99,0.0
000559,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,toggle,0.99,0.0
000949,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,left,0.904382,0.2
000949,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,right,0.904382,0.2
000949,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,forward,0.913517,0.5
000949,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,pickup,0.913517,0.0
000949,99,transition,99/transition_step_0036_0038_open_door.txt,transition_step_0036_0038_open_door.txt,36,38,open_door,3,toggle,0.922745,1.0
001651,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,left,0.834514,1.0
001651,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,right,0.817907,1.0
001651,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,forward,0.826169,0.0
001651,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,pickup,0.826169,0.0
001651,191,intermediate,191/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,toggle,0.826169,0.0
000523,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.860058,0.5
000523,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.860058,0.5
000523,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.877521,1.0
000523,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.868746,0.0
000523,614,off_track,614/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.868746,0.0
001429,491,transition,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,left,0.9801,0.0
001429,491,transition,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,right,0.9801,0.0
001429,491,transition,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,forward,1.0,1.0
001429,491,transition,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,pickup,0.99,0.0
001429,491,transition,491/transition_step_0066_0068_reach_goal.txt,transition_step_0066_0068_reach_goal.txt,66,68,reach_goal,3,toggle,0.99,0.0
001075,663,intermediate,663/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,left,0.95099,0.0
001075,663,intermediate,663/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,right,0.95099,0.5
001075,663,intermediate,663/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,forward,0.970299,0.5
001075,663,intermediate,663/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,pickup,0.960596,0.0
001075,663,intermediate,663/intermediate_step_0052_0054_reach_goal.txt,intermediate_step_0052_0054_reach_goal.txt,52,54,reach_goal,3,toggle,0.960596,0.0
000925,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.95099,0.0
000925,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.932065,0.0
000925,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.922745,0.0
000925,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.94148,0.0
000925,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.94148,0.0
000865,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.94148,0.0
000865,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.932065,0.6
000865,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.95099,0.0
000865,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.94148,0.0
000865,87,off_track,87/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.94148,0.0
001363,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,left,0.913517,0.923
001363,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,right,0.895338,0.914
001363,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,forward,0.877521,0.933
001363,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,pickup,0.904382,0.0
001363,343,intermediate,343/intermediate_step_0192_0194_open_door.txt,intermediate_step_0192_0194_open_door.txt,192,194,open_door,3,toggle,0.904382,0.923
000337,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.95099,0.886
000337,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.95099,0.877
000337,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.932065,0.877
000337,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.94148,0.0
000337,71,off_track,71/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.94148,0.0
000847,87,intermediate,87/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,left,0.95099,0.933
000847,87,intermediate,87/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,right,0.960596,0.961
000847,87,intermediate,87/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,forward,0.970299,0.951
000847,87,intermediate,87/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,pickup,0.960596,0.0
000847,87,intermediate,87/intermediate_step_0053_0055_reach_goal.txt,intermediate_step_0053_0055_reach_goal.txt,53,55,reach_goal,3,toggle,0.960596,0.0
000121,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.904382,0.877
000121,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.904382,0.886
000121,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.886385,0.877
000121,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.895338,0.0
000121,860,worst,860/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.895338,0.0
001465,413,transition,413/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,left,0.860058,0.852
001465,413,transition,413/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,right,0.860058,0.852
001465,413,transition,413/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,forward,0.868746,0.862
001465,413,transition,413/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,pickup,0.877521,0.872
001465,413,transition,413/transition_step_0001_0003_find_key.txt,transition_step_0001_0003_find_key.txt,1,3,find_key,3,toggle,0.868746,0.0
000697,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,left,0.877521,0.96
000697,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,right,0.877521,0.941
000697,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,forward,0.886385,0.98
000697,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,pickup,0.895338,1.0
000697,330,transition,330/transition_step_0005_0007_find_key.txt,transition_step_0005_0007_find_key.txt,5,7,find_key,3,toggle,0.886385,0.99
000901,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,left,0.9801,0.98
000901,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,right,0.9801,0.98
000901,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,forward,1.0,1.0
000901,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,pickup,0.99,0.99
000901,372,transition,372/transition_step_0158_0160_reach_goal.txt,transition_step_0158_0160_reach_goal.txt,158,160,reach_goal,3,toggle,0.99,0.99
000589,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,left,0.826169,1.0
000589,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,right,0.826169,1.0
000589,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,forward,0.809728,0.99
000589,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,pickup,0.817907,0.99
000589,466,worst,466/worst_step_0001_find_key.txt,worst_step_0001_find_key.txt,1,1,find_key,1,toggle,0.817907,0.99
001411,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,left,0.877521,0.99
001411,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,right,0.877521,1.0
001411,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,forward,0.860058,0.99
001411,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,pickup,0.868746,0.99
001411,491,intermediate,491/intermediate_step_0023_0025_find_key.txt,intermediate_step_0023_0025_find_key.txt,23,25,find_key,3,toggle,0.868746,0.99
001231,308,intermediate,308/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,left,0.842943,0.98
001231,308,intermediate,308/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,right,0.842943,0.98
001231,308,intermediate,308/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,forward,0.860058,1.0
001231,308,intermediate,308/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,pickup,0.851458,0.99
001231,308,intermediate,308/intermediate_step_0004_0006_find_key.txt,intermediate_step_0004_0006_find_key.txt,4,6,find_key,3,toggle,0.851458,0.99
000571,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.860058,0.2
000571,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.877521,0.9
000571,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.868746,0.5
000571,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.868746,0.0
000571,121,off_track,121/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.868746,0.0
001399,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,left,0.877521,0.6
001399,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,right,0.877521,0.6
001399,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,forward,0.860058,0.1
001399,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,pickup,0.868746,0.0
001399,491,worst,491/worst_step_0025_find_key.txt,worst_step_0025_find_key.txt,25,25,find_key,1,toggle,0.868746,0.0
000253,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,left,0.904382,0.2
000253,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,right,0.904382,0.2
000253,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,forward,0.913517,0.5
000253,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,pickup,0.913517,0.0
000253,106,transition,106/transition_step_0008_0010_open_door.txt,transition_step_0008_0010_open_door.txt,8,10,open_door,3,toggle,0.922745,0.9
000661,214,intermediate,214/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,left,0.860058,0.8
000661,214,intermediate,214/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,right,0.860058,0.0
000661,214,intermediate,214/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,forward,0.877521,0.1
000661,214,intermediate,214/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,pickup,0.868746,0.0
000661,214,intermediate,214/intermediate_step_0000_0000_find_key.txt,intermediate_step_0000_0000_find_key.txt,0,0,find_key,1,toggle,0.868746,0.0
001555,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,left,0.95099,0.2
001555,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,right,0.960596,0.2
001555,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,forward,0.970299,0.9
001555,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,pickup,0.960596,0.0
001555,805,intermediate,805/intermediate_step_0077_0079_reach_goal.txt,intermediate_step_0077_0079_reach_goal.txt,77,79,reach_goal,3,toggle,0.960596,0.0
000529,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.842943,0.6
000529,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.842943,0.6
000529,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.826169,0.7
000529,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.834514,0.2
000529,121,worst,121/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.834514,0.2
001279,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,left,0.809728,0.6
001279,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,right,0.826169,0.4
001279,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,forward,0.809728,0.7
001279,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,pickup,0.817907,0.2
001279,769,worst,769/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,toggle,0.817907,0.2
000733,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,left,0.886385,0.6
000733,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,right,0.886385,0.6
000733,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,forward,0.904382,0.65
000733,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,pickup,0.895338,0.2
000733,330,off_track,330/off_track/off_track_step_0000_find_key.txt,off_track_step_0000_find_key.txt,0,0,find_key,3,toggle,0.895338,0.2
000349,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,left,0.95099,0.5
000349,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,right,0.95099,0.5
000349,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,forward,0.932065,0.3
000349,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,pickup,0.94148,0.0
000349,71,off_track,71/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,toggle,0.94148,0.1
000541,121,intermediate,121/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,left,0.851458,0.6
000541,121,intermediate,121/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,right,0.834514,0.6
000541,121,intermediate,121/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,forward,0.851458,0.7
000541,121,intermediate,121/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,pickup,0.842943,0.2
