id,seed,type,path,file,step_start,step_end,event,n_maps,v_value,v_llm
000296,385,intermediate,385/intermediate_step_0177_0179_open_door.txt,intermediate_step_0177_0179_open_door.txt,177,179,open_door,3,0.9321,0.932
000164,372,intermediate,372/intermediate_step_0108_0110_find_key.txt,intermediate_step_0108_0110_find_key.txt,108,110,find_key,3,0.8953,0.78
000186,871,transition,871/transition_step_0005_0007_open_door.txt,transition_step_0005_0007_open_door.txt,5,7,open_door,3,0.9227,0.62
000280,805,initial,805/initial_step_0000_find_key.txt,initial_step_0000_find_key.txt,0,0,find_key,1,0.8515,0.38
000145,458,transition,458/transition_step_0028_0030_reach_goal.txt,transition_step_0028_0030_reach_goal.txt,28,30,reach_goal,3,1.0,0.96
000272,413,intermediate,413/intermediate_step_0000_0001_find_key.txt,intermediate_step_0000_0001_find_key.txt,0,1,find_key,2,0.8687,0.52
000141,458,transition,458/transition_step_0006_0008_find_key.txt,transition_step_0006_0008_find_key.txt,6,8,find_key,3,0.8864,0.6
000271,413,transition,413/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8864,0.48
000181,99,off_track,99/off_track/off_track_step_0000_open_door.txt,off_track_step_0000_open_door.txt,0,0,open_door,3,0.8601,0.4
000279,413,off_track,413/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9044,0.798
000171,372,off_track,372/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.951,0.881
000290,805,off_track,805/off_track/off_track_step_0000_reach_goal.txt,off_track_step_0000_reach_goal.txt,0,0,reach_goal,3,0.9703,0.9
000304,191,transition,191/transition_step_0003_0005_find_key.txt,transition_step_0003_0005_find_key.txt,3,5,find_key,3,0.8601,0.0
000238,769,transition,769/transition_step_0002_0004_find_key.txt,transition_step_0002_0004_find_key.txt,2,4,find_key,3,0.8515,0.0
000315,955,transition,955/transition_step_0087_0089_open_door.txt,transition_step_0087_0089_open_door.txt,87,89,open_door,3,0.9044,0.831
000151,87,worst,87/worst_step_0000_find_key.txt,worst_step_0000_find_key.txt,0,0,find_key,1,0.8601,0.664
000104,121,transition,121/transition_step_0100_0102_reach_goal.txt,transition_step_0100_0102_reach_goal.txt,100,102,reach_goal,3,1.0,0.972
